user_id,playtime_forever,genero,anio_lanzamiento
76561197970982479,0,['Strategy'],2006.0
76561197970982479,4413,['Strategy'],2003.0
76561197970982479,0,['Strategy'],2006.0
76561197970982479,0,['Strategy'],1998.0
76561197970982479,53,['Strategy'],1995.0
76561197970982479,199,"['Action', 'Adventure']",2007.0
76561197970982479,25,['Action'],2006.0
76561197970982479,570,"['Action', 'Adventure']",2006.0
76561197970982479,0,['Action'],1996.0
76561197970982479,940,"['Action', 'Adventure']",2006.0
76561197970982479,110,['Action'],1995.0
76561197970982479,5,['Action'],1995.0
76561197970982479,782,['Action'],1994.0
76561197970982479,77,['Action'],1994.0
76561197970982479,437,['Action'],2001.0
76561197970982479,503,['Action'],1997.0
76561197970982479,1474,['Action'],1993.0
76561197970982479,0,['Action'],2003.0
76561197970982479,3061,['Action'],2007.0
76561197970982479,536,['Action'],2007.0
76561197970982479,139,['Strategy'],2007.0
76561197970982479,1886,['Strategy'],2006.0
76561197970982479,1784,"['Action', 'RPG']",2007.0
76561197970982479,4431,['Strategy'],2006.0
76561197970982479,1021,['Strategy'],2006.0
76561197970982479,1389,['Strategy'],2004.0
76561197970982479,95,['Strategy'],2006.0
76561197970982479,5001,['Casual'],2007.0
76561197970982479,1504,['Action'],2004.0
76561197970982479,0,['Racing'],2003.0
76561197970982479,11,['Action'],2003.0
76561197970982479,1636,"['Action', 'Adventure']",2006.0
76561197970982479,46,['Action'],2001.0
76561197970982479,85,['Strategy'],2008.0
76561197970982479,5716,['Casual'],2007.0
76561197970982479,834,"['RPG', 'Casual', 'Adventure']",2007.0
76561197970982479,3083,['Strategy'],2007.0
76561197970982479,127,"['Action', 'Adventure', 'Strategy']",2007.0
76561197970982479,71,['Racing'],2007.0
76561197970982479,0,['Action'],2008.0
76561197970982479,0,['Action'],2007.0
76561197970982479,0,['Action'],2006.0
76561197970982479,0,"['Action', 'Adventure']",2007.0
76561197970982479,585,['Action'],2006.0
76561197970982479,146,"['Simulation', 'Strategy']",2006.0
76561197970982479,0,['Action'],2005.0
76561197970982479,32,['Action'],2003.0
76561197970982479,3,['Action'],1998.0
76561197970982479,3,"['Casual', 'Indie']",2008.0
76561197970982479,0,['Action'],2003.0
76561197970982479,0,['Action'],2004.0
76561197970982479,0,['Action'],2000.0
76561197970982479,707,['Action'],2006.0
76561197970982479,50,['Simulation'],2005.0
76561197970982479,206,"['Casual', 'Simulation']",2008.0
76561197970982479,12,['Casual'],2008.0
76561197970982479,64,['Casual'],2008.0
76561197970982479,10345,['Casual'],2008.0
76561197970982479,369,['Casual'],2008.0
76561197970982479,76,['Casual'],2008.0
76561197970982479,0,['Casual'],2005.0
76561197970982479,0,['Casual'],2007.0
76561197970982479,594,['Simulation'],2007.0
76561197970982479,43,['Casual'],2005.0
76561197970982479,966,"['Action', 'Adventure']",2007.0
76561197970982479,2452,['Simulation'],2007.0
76561197970982479,25,['Simulation'],2006.0
76561197970982479,119,['Simulation'],2008.0
76561197970982479,6,['Adventure'],2005.0
76561197970982479,0,['Racing'],2005.0
76561197970982479,0,['Adventure'],2006.0
76561197970982479,0,['Racing'],2008.0
76561197970982479,537,['Simulation'],2007.0
76561197970982479,50,['Casual'],2007.0
76561197970982479,149,['Adventure'],2008.0
76561197970982479,0,"['Adventure', 'RPG']",2008.0
76561197970982479,23,"['Adventure', 'Indie']",2008.0
76561197970982479,0,"['Simulation', 'Strategy']",2007.0
76561197970982479,1538,"['Action', 'Indie']",2008.0
76561197970982479,573,['Racing'],2008.0
76561197970982479,2,['Adventure'],1998.0
76561197970982479,887,['Adventure'],1997.0
76561197970982479,588,['Racing'],2008.0
76561197970982479,0,['Strategy'],2001.0
76561197970982479,4,['Strategy'],1997.0
76561197970982479,126,['Strategy'],1993.0
76561197970982479,0,"['Action', 'RPG']",2008.0
76561197970982479,0,['Action'],2008.0
76561197970982479,0,['Action'],2007.0
76561197970982479,0,['Strategy'],1998.0
76561197970982479,0,"['Action', 'RPG']",2008.0
76561197970982479,0,['Indie'],2008.0
76561197970982479,1343,['Racing'],2008.0
76561197970982479,772,"['Strategy', 'Simulation']",2008.0
76561197970982479,9,['Strategy'],2008.0
76561197970982479,0,['Action'],2003.0
76561197970982479,3,"['Action', 'Adventure']",2008.0
76561197970982479,76,"['Simulation', 'Strategy']",2008.0
76561197970982479,0,"['RPG', 'Strategy']",2008.0
76561197970982479,2085,['Action'],2008.0
76561197970982479,0,"['Indie', 'Casual']",2008.0
76561197970982479,69,['Racing'],2006.0
76561197970982479,101,['Strategy'],2006.0
76561197970982479,51,['Action'],2005.0
76561197970982479,0,['Strategy'],2007.0
76561197970982479,678,['Strategy'],2008.0
76561197970982479,0,['Casual'],2007.0
76561197970982479,9,['Action'],2002.0
76561197970982479,14194,['Casual'],2008.0
76561197970982479,0,['Indie'],2008.0
76561197970982479,2512,"['Action', 'Simulation', 'Strategy']",2008.0
76561197970982479,640,['Action'],2008.0
76561197970982479,1815,"['Casual', 'Indie']",2008.0
76561197970982479,2078,"['Indie', 'Casual', 'Sports']",2008.0
76561197970982479,1494,"['Action', 'Adventure']",2008.0
76561197970982479,130,['Action'],2008.0
76561197970982479,653,"['Action', 'Indie', 'Strategy']",2008.0
76561197970982479,716,['Simulation'],2009.0
76561197970982479,72,['Simulation'],2009.0
76561197970982479,262,['Simulation'],2009.0
76561197970982479,44,['Simulation'],2009.0
76561197970982479,18,['Simulation'],2009.0
76561197970982479,86,['Simulation'],2009.0
76561197970982479,1204,['Simulation'],2009.0
76561197970982479,798,['Action'],2009.0
76561197970982479,110,['Action'],2008.0
76561197970982479,296,['RPG'],2008.0
76561197970982479,0,"['Action', 'Adventure']",2009.0
76561197970982479,0,"['Indie', 'Strategy']",2008.0
76561197970982479,1429,['Action'],2009.0
76561197970982479,1,"['Strategy', 'Indie']",2008.0
76561197970982479,23532,"['Indie', 'Strategy']",2007.0
76561197970982479,1303,"['Action', 'Indie']",2009.0
76561197970982479,100,['Strategy'],2005.0
76561197970982479,500,"['Action', 'Adventure', 'Strategy']",2009.0
76561197970982479,459,['Strategy'],2009.0
76561197970982479,0,['Action'],2009.0
76561197970982479,0,"['Action', 'Adventure', 'Indie']",2007.0
76561197970982479,2084,['Action'],2007.0
76561197970982479,3478,['RPG'],2009.0
76561197970982479,182,"['Indie', 'Simulation']",2008.0
76561197970982479,0,['Racing'],2009.0
76561197970982479,905,"['Action', 'Indie']",2009.0
76561197970982479,0,"['Action', 'Indie']",2009.0
76561197970982479,51,"['Action', 'Indie']",2009.0
76561197970982479,50,"['Casual', 'Indie']",2009.0
76561197970982479,0,['Indie'],2009.0
76561197970982479,0,"['Simulation', 'Strategy']",2009.0
76561197970982479,81,['Casual'],2009.0
76561197970982479,24,"['RPG', 'Massively Multiplayer']",2006.0
76561197970982479,712,"['RPG', 'Massively Multiplayer']",2005.0
76561197970982479,139,"['RPG', 'Massively Multiplayer']",2006.0
76561197970982479,0,"['Massively Multiplayer', 'RPG']",2008.0
76561197970982479,319,['Casual'],2009.0
76561197970982479,73,['Casual'],2009.0
76561197970982479,159,['RPG'],2009.0
76561197970982479,199,['Strategy'],2009.0
76561197970982479,2896,"['Action', 'Adventure', 'RPG']",2009.0
76561197970982479,0,"['Action', 'Indie']",2009.0
76561197970982479,194,['Indie'],2009.0
76561197970982479,272,"['RPG', 'Strategy']",2008.0
76561197970982479,458,"['Casual', 'Simulation']",2009.0
76561197970982479,574,['Racing'],2009.0
76561197970982479,0,"['RPG', 'Strategy']",2005.0
76561197970982479,89,"['RPG', 'Strategy']",2002.0
76561197970982479,230,"['Indie', 'Simulation', 'Strategy']",2009.0
76561197970982479,0,"['Action', 'Simulation']",2009.0
76561197970982479,500,"['Action', 'Adventure']",2009.0
76561197970982479,241,['Strategy'],2004.0
76561197970982479,0,['RPG'],2007.0
76561197970982479,135,['RPG'],2002.0
76561197970982479,0,['Adventure'],2007.0
76561197970982479,154,['Simulation'],1999.0
76561197970982479,1377,['Simulation'],1998.0
76561197970982479,0,['Strategy'],2008.0
76561197970982479,121,['Action'],2009.0
76561197970982479,2176,['Adventure'],2007.0
76561197970982479,246,['Adventure'],2006.0
76561197970982479,157,['Adventure'],2008.0
76561197970982479,467,['Adventure'],2007.0
76561197970982479,77,"['Casual', 'Indie']",2008.0
76561197970982479,567,['Adventure'],2009.0
76561197970982479,39,['Action'],2009.0
76561197970982479,0,"['Action', 'Adventure', 'Racing', 'Simulation', 'Strategy']",2007.0
76561197970982479,15,['Adventure'],1992.0
76561197970982479,522,['Action'],2003.0
76561197970982479,0,['Action'],2005.0
76561197970982479,216,['Adventure'],1989.0
76561197970982479,19,"['Action', 'Adventure']",2008.0
76561197970982479,848,['Adventure'],2009.0
76561197970982479,3031,['Strategy'],2008.0
76561197970982479,26,"['Action', 'Racing']",2009.0
76561197970982479,0,['Adventure'],2009.0
76561197970982479,941,['Sports'],2006.0
76561197970982479,592,['Adventure'],2006.0
76561197970982479,599,['Action'],2007.0
76561197970982479,1735,['Adventure'],2006.0
76561197970982479,0,['Action'],2009.0
76561197970982479,407,"['Action', 'Casual']",2008.0
76561197970982479,154,"['Simulation', 'Strategy']",2009.0
76561197970982479,0,['Casual'],2009.0
76561197970982479,0,['Action'],2008.0
76561197970982479,1245,"['Action', 'Adventure']",2009.0
76561197970982479,42,['Action'],2009.0
76561197970982479,0,"['Action', 'Indie']",2009.0
76561197970982479,889,"['Adventure', 'RPG']",2003.0
76561197970982479,5,"['Indie', 'Casual']",2009.0
76561197970982479,3,['RPG'],1998.0
76561197970982479,2782,['Strategy'],2001.0
76561197970982479,109,['Action'],1999.0
76561197970982479,0,['Adventure'],2009.0
76561197970982479,37,['Casual'],2009.0
76561197970982479,464,['Casual'],2009.0
76561197970982479,246,"['Adventure', 'Indie']",2009.0
76561197970982479,6494,['Action'],2005.0
76561197970982479,0,['Strategy'],2009.0
76561197970982479,2001,['Simulation'],2009.0
76561197970982479,170,"['Action', 'Adventure']",2009.0
76561197970982479,395,"['Adventure', 'Casual', 'Indie']",2009.0
76561197970982479,0,['Simulation'],2009.0
76561197970982479,1159,"['Adventure', 'Casual']",2009.0
76561197970982479,83,['Adventure'],2009.0
76561197970982479,0,['Action'],2009.0
76561197970982479,0,['Simulation'],2009.0
76561197970982479,593,['Simulation'],2009.0
76561197970982479,1495,['Simulation'],2009.0
76561197970982479,0,['RPG'],2009.0
76561197970982479,793,['Casual'],2009.0
76561197970982479,58,['Strategy'],2009.0
js41637,0,"['Adventure', 'Indie']",2009.0
js41637,0,['Action'],2007.0
js41637,0,['Racing'],2009.0
js41637,220,['RPG'],2009.0
js41637,0,['Strategy'],2009.0
js41637,0,['Strategy'],2009.0
js41637,0,['Strategy'],2009.0
js41637,62,['Action'],2009.0
js41637,0,"['RPG', 'Strategy']",2009.0
js41637,0,['Adventure'],2009.0
js41637,0,['Strategy'],2009.0
js41637,0,['Adventure'],2009.0
js41637,0,['Strategy'],2009.0
js41637,0,"['Action', 'Indie']",2009.0
js41637,0,"['Action', 'RPG']",2009.0
js41637,107,['Strategy'],2005.0
js41637,0,['Strategy'],2003.0
js41637,412,"['Action', 'Indie']",2009.0
js41637,0,['Adventure'],2009.0
js41637,114,['RPG'],2009.0
js41637,0,"['Action', 'RPG', 'Indie']",2009.0
js41637,0,"['Indie', 'Casual']",2009.0
js41637,0,['Strategy'],2009.0
js41637,0,['Action'],2009.0
js41637,16,['Adventure'],2009.0
js41637,0,['RPG'],2007.0
js41637,0,['RPG'],2008.0
js41637,0,['Strategy'],2007.0
js41637,0,"['Indie', 'Casual']",2008.0
js41637,0,['Strategy'],2009.0
js41637,0,"['Indie', 'Simulation', 'Strategy']",2009.0
js41637,0,['Simulation'],2009.0
js41637,0,"['Action', 'Adventure', 'RPG']",2005.0
js41637,0,['Action'],2009.0
js41637,0,['Action'],2009.0
js41637,0,['RPG'],2009.0
js41637,0,"['Strategy', 'Indie', 'Simulation']",2009.0
js41637,0,['Simulation'],2007.0
js41637,0,['Simulation'],2008.0
js41637,0,['Simulation'],2009.0
js41637,0,"['Casual', 'Simulation']",2009.0
js41637,51,['Casual'],2009.0
js41637,750,"['Action', 'Adventure']",2008.0
js41637,21,"['Action', 'Indie', 'RPG']",2010.0
js41637,181,['Simulation'],2009.0
js41637,169,"['Action', 'Free to Play', 'Indie']",2010.0
js41637,295,['Casual'],2008.0
js41637,0,['Casual'],2010.0
js41637,0,['Casual'],2009.0
js41637,0,['Casual'],2007.0
js41637,291,['Casual'],2009.0
js41637,0,['Casual'],2010.0
js41637,0,"['Strategy', 'Casual']",2010.0
js41637,0,"['Adventure', 'Casual']",2010.0
js41637,544,['Strategy'],2010.0
js41637,0,['Adventure'],2010.0
js41637,8,"['Action', 'Indie', 'Racing']",2010.0
js41637,17,['Strategy'],2010.0
js41637,0,['Action'],2010.0
js41637,144,['Casual'],2007.0
js41637,0,['Action'],2010.0
js41637,23,"['Action', 'Indie']",2001.0
js41637,75,['Simulation'],2010.0
js41637,71,"['Action', 'RPG']",2010.0
js41637,817,['Action'],2010.0
js41637,428,"['Action', 'Indie']",2010.0
js41637,0,['Action'],2010.0
js41637,230,['Action'],2010.0
js41637,0,"['Action', 'Adventure']",2010.0
js41637,0,['Indie'],2010.0
js41637,0,"['Action', 'Casual', 'Indie']",2010.0
js41637,35,['Adventure'],2010.0
js41637,75,"['Simulation', 'Strategy']",2010.0
js41637,0,['Simulation'],2010.0
js41637,0,"['Adventure', 'Indie']",2010.0
js41637,0,['Action'],2003.0
js41637,0,['Action'],2001.0
js41637,77,"['Casual', 'Indie']",2010.0
js41637,0,['Casual'],2006.0
js41637,1412,"['Casual', 'Indie']",2008.0
js41637,0,['Strategy'],2010.0
js41637,0,['Casual'],2008.0
js41637,48,['Casual'],2009.0
js41637,84,['Casual'],2009.0
js41637,0,['Casual'],2009.0
js41637,0,['Casual'],2010.0
js41637,0,['Casual'],2008.0
js41637,0,['Casual'],2007.0
js41637,0,['Casual'],2009.0
js41637,0,"['Action', 'Adventure', 'Casual']",2010.0
js41637,0,"['Action', 'Adventure']",2010.0
js41637,84,"['Action', 'Indie']",2010.0
js41637,124,['Casual'],2010.0
js41637,0,"['Action', 'Adventure']",2010.0
js41637,748,"['Casual', 'Indie']",2010.0
js41637,224,['Action'],2010.0
js41637,0,['Action'],2010.0
js41637,1198,"['Action', 'Adventure', 'Casual', 'RPG']",2010.0
js41637,0,['Action'],2010.0
js41637,0,['Action'],2010.0
js41637,18,['Strategy'],2010.0
js41637,6,['Action'],2010.0
js41637,0,['Action'],2010.0
js41637,41,['Action'],2010.0
js41637,0,['Action'],2010.0
js41637,0,['Action'],2010.0
js41637,101,"['Action', 'RPG']",2010.0
js41637,0,['Action'],2010.0
js41637,311,['RPG'],2010.0
js41637,163,"['Strategy', 'Indie']",2010.0
js41637,60,['RPG'],2010.0
js41637,77,['RPG'],2010.0
js41637,0,['RPG'],2010.0
js41637,0,['Action'],2010.0
js41637,0,['RPG'],2010.0
js41637,0,"['Simulation', 'Strategy']",2003.0
js41637,0,"['Strategy', 'RPG']",2010.0
js41637,205,"['Casual', 'Indie']",2010.0
js41637,55,"['Action', 'Casual', 'Indie']",2010.0
js41637,22,['Strategy'],2010.0
js41637,74,['RPG'],2008.0
js41637,104,['Action'],2010.0
js41637,43,"['Simulation', 'Strategy']",2010.0
js41637,0,['Strategy'],2010.0
js41637,3464,['Simulation'],2010.0
js41637,220,['Strategy'],2010.0
js41637,0,['Action'],2011.0
js41637,0,['Simulation'],2010.0
js41637,1343,"['RPG', 'Casual']",2010.0
js41637,215,['Action'],2010.0
js41637,4694,['Indie'],2010.0
js41637,46,['Indie'],2010.0
js41637,0,['Indie'],2010.0
js41637,0,['Indie'],2010.0
js41637,0,['Strategy'],2010.0
js41637,0,['Simulation'],2010.0
js41637,0,['Strategy'],2010.0
js41637,0,"['Indie', 'Simulation', 'Strategy']",2010.0
js41637,0,"['Action', 'Simulation', 'Strategy']",2010.0
js41637,0,['Strategy'],2010.0
js41637,0,['Indie'],2010.0
js41637,0,['Action'],2010.0
js41637,0,['Action'],2010.0
js41637,0,['Simulation'],2010.0
js41637,0,['Action'],2010.0
js41637,0,['Strategy'],2002.0
js41637,0,['Adventure'],2010.0
js41637,0,['Casual'],2010.0
js41637,0,['Action'],2010.0
js41637,251,['Action'],2010.0
js41637,0,"['Action', 'Indie']",2010.0
js41637,0,['Strategy'],2010.0
js41637,0,"['Action', 'Adventure', 'Indie']",2010.0
js41637,0,"['RPG', 'Indie']",2010.0
js41637,0,"['Action', 'Casual', 'Indie']",2010.0
js41637,0,"['Action', 'Simulation']",2010.0
js41637,0,['Action'],2010.0
js41637,0,['Simulation'],2010.0
js41637,0,"['Indie', 'Simulation']",2010.0
js41637,0,"['Casual', 'Indie']",2010.0
js41637,0,['Strategy'],2010.0
js41637,0,['Action'],2010.0
js41637,0,"['RPG', 'Strategy']",2010.0
js41637,0,['Simulation'],2010.0
js41637,0,['Strategy'],2010.0
js41637,75,['Strategy'],2010.0
js41637,75,"['Action', 'Indie']",2002.0
js41637,0,"['Indie', 'Strategy']",2010.0
js41637,35,"['Action', 'Adventure']",2010.0
js41637,0,['Action'],2010.0
js41637,0,"['Action', 'Adventure']",2010.0
js41637,84,"['Simulation', 'Strategy']",1999.0
js41637,0,['Strategy'],2010.0
js41637,86,"['Action', 'RPG', 'Massively Multiplayer']",2007.0
js41637,95,"['Simulation', 'Strategy']",2000.0
js41637,143,"['Adventure', 'Casual', 'Simulation']",2010.0
js41637,0,"['Adventure', 'Casual', 'Indie', 'Simulation']",2010.0
js41637,93,['Action'],2010.0
js41637,101,"['Indie', 'RPG', 'Strategy']",2010.0
js41637,74,"['Action', 'Adventure']",2010.0
js41637,33,"['Adventure', 'Casual', 'Indie']",2010.0
js41637,0,"['Action', 'RPG']",2010.0
js41637,71,"['Action', 'Casual', 'Indie']",2010.0
js41637,0,"['Adventure', 'Indie']",2010.0
js41637,0,"['Indie', 'Racing']",2010.0
js41637,13831,['Strategy'],2010.0
js41637,723,"['Action', 'Indie', 'RPG']",2010.0
js41637,112,"['Action', 'Simulation']",2010.0
js41637,0,['Casual'],2010.0
js41637,0,['RPG'],2010.0
js41637,0,['Action'],2010.0
js41637,0,"['Action', 'Adventure']",2010.0
js41637,0,['Adventure'],2010.0
js41637,285,['Action'],2010.0
js41637,0,['Action'],2010.0
js41637,0,"['Action', 'Indie']",2010.0
js41637,164,"['Action', 'Adventure', 'Indie']",2010.0
js41637,0,['Action'],2010.0
js41637,116,"['Action', 'Casual']",2010.0
js41637,0,"['RPG', 'Simulation', 'Strategy']",2010.0
js41637,0,"['Action', 'Casual', 'Indie']",2010.0
js41637,57,"['Simulation', 'Strategy']",2010.0
js41637,0,['Casual'],2010.0
js41637,0,"['Adventure', 'Indie']",2010.0
js41637,0,['Strategy'],2010.0
js41637,0,['Action'],2010.0
js41637,0,['Action'],2010.0
js41637,0,['Casual'],2009.0
js41637,793,['Adventure'],2010.0
js41637,102,"['Casual', 'Indie']",2007.0
js41637,0,"['Strategy', 'Indie']",2010.0
js41637,120,['Action'],2010.0
js41637,0,"['Indie', 'Casual']",2010.0
js41637,0,"['Action', 'Adventure', 'Strategy']",2010.0
js41637,0,"['Indie', 'Casual']",2010.0
js41637,0,"['Action', 'Adventure', 'Strategy']",2010.0
js41637,0,"['Casual', 'Indie']",2010.0
js41637,0,['Adventure'],2010.0
js41637,136,['Action'],2002.0
js41637,1066,['Action'],2005.0
js41637,0,"['Action', 'Adventure']",2011.0
js41637,220,"['Action', 'Adventure']",2011.0
js41637,36,"['Action', 'Adventure']",2011.0
js41637,0,"['Action', 'Adventure']",2011.0
js41637,140,['Action'],2003.0
js41637,281,"['Action', 'Indie']",2011.0
js41637,0,"['Action', 'Indie']",2011.0
js41637,0,"['Action', 'Indie', 'Strategy']",2011.0
js41637,4,['Action'],2011.0
js41637,0,"['Adventure', 'Casual']",2011.0
js41637,99,['Adventure'],2011.0
js41637,0,"['Action', 'Strategy', 'Indie', 'Sports']",2011.0
js41637,406,"['Action', 'Adventure', 'Casual']",2011.0
js41637,727,['Action'],2011.0
js41637,121,['RPG'],2011.0
js41637,499,['RPG'],2011.0
js41637,10,['RPG'],2011.0
js41637,0,['Action'],2011.0
js41637,1195,['Adventure'],2011.0
js41637,266,['Action'],2011.0
js41637,0,"['Action', 'Adventure']",2011.0
js41637,0,['Action'],2011.0
js41637,63,['RPG'],2011.0
js41637,0,['RPG'],2011.0
js41637,192,['Simulation'],2009.0
js41637,122,['Simulation'],2011.0
js41637,58,['Simulation'],2010.0
js41637,748,['Simulation'],2009.0
js41637,268,['Simulation'],2010.0
js41637,61,['Simulation'],2010.0
js41637,0,['Simulation'],2010.0
js41637,114,"['Casual', 'Indie']",2011.0
js41637,0,['Casual'],2011.0
js41637,0,['Simulation'],2011.0
js41637,106,"['Action', 'Casual', 'Indie']",2011.0
js41637,103,"['Adventure', 'Casual']",2011.0
js41637,219,['Strategy'],2011.0
js41637,0,['RPG'],2011.0
js41637,55,['RPG'],2011.0
js41637,60,"['Strategy', 'Indie', 'Simulation']",2011.0
js41637,178,['Strategy'],2011.0
js41637,1,"['RPG', 'Strategy']",2011.0
js41637,0,"['Indie', 'Strategy']",2011.0
js41637,0,['RPG'],2011.0
js41637,218,['Strategy'],2011.0
js41637,696,"['Casual', 'Strategy']",2011.0
js41637,0,"['Action', 'Indie']",2011.0
js41637,195,['Action'],2011.0
js41637,105,"['Casual', 'Indie', 'Simulation', 'Strategy']",2011.0
js41637,103,['Indie'],2011.0
js41637,0,['Strategy'],2011.0
js41637,0,['Strategy'],2011.0
js41637,0,['Strategy'],2011.0
js41637,194,['Strategy'],2011.0
js41637,0,"['Free to Play', 'Massively Multiplayer', 'RPG']",2013.0
js41637,114,['Strategy'],2011.0
js41637,1643,"['Indie', 'Casual']",2011.0
js41637,88,['Strategy'],2011.0
js41637,227,['Action'],2011.0
js41637,0,['Simulation'],2011.0
js41637,26,['Simulation'],2011.0
js41637,0,['Strategy'],2011.0
js41637,0,['Racing'],2011.0
js41637,0,"['Action', 'Indie', 'Strategy']",2011.0
js41637,0,['Strategy'],2010.0
js41637,0,['Strategy'],2011.0
js41637,0,"['Strategy', 'RPG']",2011.0
js41637,299,"['Action', 'Indie']",2011.0
js41637,124,['Strategy'],2011.0
js41637,0,"['Action', 'Adventure']",2011.0
js41637,21,"['Action', 'RPG']",2011.0
js41637,0,"['Action', 'Casual', 'Indie', 'Strategy']",2011.0
js41637,126,['Strategy'],2011.0
js41637,0,['Strategy'],2011.0
js41637,70,['Strategy'],2011.0
js41637,239,['Strategy'],2011.0
js41637,256,"['Indie', 'Strategy']",2011.0
js41637,14,['Strategy'],2011.0
js41637,0,"['Adventure', 'Indie', 'RPG']",2011.0
js41637,0,"['Action', 'Adventure']",2011.0
js41637,0,"['Adventure', 'Casual', 'Indie']",2011.0
js41637,0,['Simulation'],2011.0
js41637,0,['Simulation'],2011.0
js41637,100,"['Action', 'RPG']",2011.0
js41637,15,"['Action', 'Adventure']",2011.0
js41637,20,['Adventure'],2009.0
js41637,551,['Adventure'],2005.0
js41637,152,['Action'],2011.0
js41637,80,"['Action', 'RPG']",2011.0
js41637,26,['Action'],2011.0
js41637,68,"['Action', 'Free to Play']",2011.0
js41637,0,"['Free to Play', 'Massively Multiplayer', 'RPG']",2009.0
js41637,436,['Strategy'],2011.0
js41637,185,['Simulation'],2011.0
js41637,0,['Strategy'],2011.0
js41637,28,['Indie'],2011.0
js41637,1142,['Strategy'],2011.0
js41637,0,"['Indie', 'Casual']",2011.0
js41637,0,"['Action', 'Casual', 'Indie']",2011.0
js41637,84,"['Strategy', 'Indie']",2011.0
js41637,157,"['Indie', 'Casual']",2011.0
js41637,0,['Strategy'],2011.0
js41637,169,['Strategy'],2011.0
js41637,679,"['Action', 'RPG']",2011.0
js41637,142,['Strategy'],2011.0
js41637,160,['Action'],2011.0
js41637,137,"['Action', 'RPG']",2011.0
js41637,450,"['Action', 'RPG']",2011.0
js41637,47,['Simulation'],2011.0
js41637,121,"['Action', 'RPG']",2011.0
js41637,116,['Strategy'],2011.0
js41637,0,"['Action', 'RPG']",2011.0
js41637,63,['Racing'],2011.0
js41637,75,['Simulation'],2011.0
js41637,420,['Strategy'],2011.0
js41637,0,['Strategy'],2011.0
js41637,224,['Strategy'],2011.0
js41637,369,['Strategy'],2011.0
js41637,53,['Strategy'],2011.0
js41637,75,"['Strategy', 'RPG']",2011.0
js41637,102,['Strategy'],2011.0
js41637,78,"['Adventure', 'Casual']",2011.0
js41637,0,['Action'],2011.0
js41637,73,['Strategy'],2011.0
js41637,0,"['Action', 'Adventure', 'Indie']",2011.0
js41637,96,"['Action', 'RPG']",2011.0
